Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
G18NG-12523	Cgl2905	3104407	3105723	G18NG-12523-MONOMER
G18NG-10667	Cgl1095	1141273	1142475	G18NG-10667-MONOMER
G18NG-11307	Cgl1715	1811564	1811941	G18NG-11307-MONOMER
G18NG-11191	Cgl1606	1702408	1703037	G18NG-11191-MONOMER
G18NG-12468	Cgl2850	3038173	3038946	G18NG-12468-MONOMER
G18NG-11675	Cgl2083	2199808	2201073	G18NG-11675-MONOMER
G18NG-11286	Cgl1694	1797350	1797772	G18NG-11286-MONOMER
G18NG-10502	Cgl0932	988904	989983	G18NG-10502-MONOMER
G18NG-12396	Cgl2779	2963196	2963597	G18NG-12396-MONOMER
G18NG-11185	Cgl1600	1695496	1696443	G18NG-11185-MONOMER
G18NG-11241		1755596	1755748	G18NG-11241-MONOMER
G18NG-9677	Cgl0128	141796	143529	G18NG-9677-MONOMER
G18NG-12338	Cgl2721	2895070	2897526	G18NG-12338-MONOMER
G18NG-10494	Cgl0924	978365	980740	G18NG-10494-MONOMER
G18NG-11140	Cgl1555	1642740	1644218	G18NG-11140-MONOMER
G18NG-12200	Cgl2584	2746081	2747565	G18NG-12200-MONOMER
G18NG-12292	Cgl2675	2842131	2842457	G18NG-12292-MONOMER
G18NG-9669	Cgl0120	132424	132984	G18NG-9669-MONOMER
G18NG-11091	Cgl1508	1591343	1591915	G18NG-11091-MONOMER
G18NG-10654	Cgl1082	1129655	1130707	G18NG-10654-MONOMER
G18NG-12209		2756852	2757130	G18NG-12209-MONOMER
G18NG-12191	Cgl2575	2736412	2737539	G18NG-12191-MONOMER
G18NG-11030	Cgl1447	1524565	1525497	G18NG-11030-MONOMER
G18NG-11175	Cgl1590	1685107	1686132	G18NG-11175-MONOMER
G18NG-12128		2672951	2673259	G18NG-12128-MONOMER
G18NG-10648	Cgl1076	1123531	1124826	G18NG-10648-MONOMER
G18NG-10960	Cgl1381	1449116	1449940	G18NG-10960-MONOMER
G18NG-10482	Cgl0912	966828	968663	G18NG-10482-MONOMER
G18NG-12080	Cgl2477	2623619	2623771	G18NG-12080-MONOMER
G18NG-11169	Cgl1584	1677046	1677279	G18NG-11169-MONOMER
G18NG-10919	Cgl1341	1404691	1404885	G18NG-10919-MONOMER
G18NG-9658	Cgl0109	120948	122459	G18NG-9658-MONOMER
G18NG-12024	Cgl2425	2565621	2566232	G18NG-12024-MONOMER
G18NG-10476	Cgl0906	961297	961656	G18NG-10476-MONOMER
G18NG-10880		1368078	1368398	G18NG-10880-MONOMER
G18NG-12175	Cgl2564	2723768	2724058	G18NG-12175-MONOMER
G18NG-11950	Cgl2353	2493213	2494238	G18NG-11950-MONOMER
G18NG-9651	Cgl0102	114147	115481	G18NG-9651-MONOMER
G18NG-10811	Cgl1238	1301972	1303123	G18NG-10811-MONOMER
G18NG-10638	Cgl1066	1114486	1115796	G18NG-10638-MONOMER
G18NG-10323	Cgl0761	799020	799694	G18NG-10323-MONOMER
G18NG-12163	Cgl2555	2710638	2711312	G18NG-12163-MONOMER
G18NG-11874	Cgl2277	2410278	2410862	G18NG-11874-MONOMER
G18NG-11157	Cgl1572	1661578	1662555	G18NG-11157-MONOMER
G18NG-10718		1197624	1197818	G18NG-10718-MONOMER
G18NG-12685	Cgl3064	3267063	3271097	G18NG-12685-MONOMER
G18NG-10277	Cgl0715	735899	736354	G18NG-10277-MONOMER
G18NG-10462	Cgl0892	944996	946783	G18NG-10462-MONOMER
G18NG-11840	Cgl2246	2378882	2379313	G18NG-11840-MONOMER
G18NG-10630	Cgl1058	1107560	1108204	G18NG-10630-MONOMER
G18NG-10662	Cgl1090	1138880	1139248	G18NG-10662-MONOMER
G18NG-9638	Cgl0089	94899	95516	G18NG-9638-MONOMER
G18NG-10196	Cgl0634	648312	648467	G18NG-10196-MONOMER
G18NG-11150	Cgl1565	1652891	1653586	G18NG-11150-MONOMER
G18NG-11771	Cgl2179	2309171	2309677	G18NG-11771-MONOMER
G18NG-12146	Cgl2541	2688387	2690051	G18NG-12146-MONOMER
G18NG-10603	Cgl1031	1082948	1084183	G18NG-10603-MONOMER
G18NG-9632	Cgl0083	90458	90973	G18NG-9632-MONOMER
G18NG-10146	Cgl0584	597892	598197	G18NG-10146-MONOMER
G18NG-12666	Cgl3045	3249652	3250746	G18NG-12666-MONOMER
G18NG-11674	Cgl2082	2198475	2199761	G18NG-11674-MONOMER
G18NG-12137	Cgl2533	2681221	2681364	G18NG-12137-MONOMER
G18NG-10557	Cgl0985	1043295	1043747	G18NG-10557-MONOMER
G18NG-10607	Cgl1035	1087041	1087544	G18NG-10607-MONOMER
G18NG-10082	Cgl0520	538715	539413	G18NG-10082-MONOMER
G18NG-12659	Cgl3038	3242855	3243763	G18NG-12659-MONOMER
G18NG-9953	Cgl0396	419254	419757	G18NG-9953-MONOMER
G18NG-11131	Cgl1546	1633566	1636244	G18NG-11131-MONOMER
G18NG-11592	Cgl2000	2112714	2113616	G18NG-11592-MONOMER
G18NG-10599	Cgl1027	1078316	1079146	G18NG-10599-MONOMER
G18NG-10498	Cgl0928	983100	984653	G18NG-10498-MONOMER
G18NG-10444	Cgl0874	928117	928815	G18NG-10444-MONOMER
G18NG-10006	Cgl0449	472948	473814	G18NG-10006-MONOMER
G18NG-11119	Cgl1534	1619669	1620106	G18NG-11119-MONOMER
G18NG-9886	Cgl0329	345811	345975	G18NG-9886-MONOMER
G18NG-9613	Cgl0067	68717	70186	G18NG-9613-MONOMER
G18NG-11515	Cgl1923	2025423	2026382	G18NG-11515-MONOMER
G18NG-10432	Cgl0862	921594	922415	G18NG-10432-MONOMER
G18NG-10407	Cgl0838	895408	895596	G18NG-10407-MONOMER
G18NG-12124	Cgl2520	2667868	2668761	G18NG-12124-MONOMER
G18NG-9805		268811	269068	G18NG-9805-MONOMER
G18NG-9600	Cgl0054	56383	56676	G18NG-9600-MONOMER
G18NG-11471		1984387	1984731	G18NG-11471-MONOMER
G18NG-10358	Cgl0795	838925	839356	G18NG-10358-MONOMER
G18NG-12109	Cgl2505	2654873	2656237	G18NG-12109-MONOMER
G18NG-9735	Cgl0186	201757	203244	G18NG-9735-MONOMER
G18NG-11451		1971672	1973093	G18NG-11451-MONOMER
G18NG-12637	Cgl3016	3217994	3218605	G18NG-12637-MONOMER
G18NG-9678		142455	143078	G18NG-9678-MONOMER
G18NG-11431	Cgl1839	1946606	1947037	G18NG-11431-MONOMER
G18NG-10574	Cgl1002	1056319	1057200	G18NG-10574-MONOMER
G18NG-11409	Cgl1817	1929056	1930879	G18NG-11409-MONOMER
G18NG-9592	Cgl0047	48502	49368	G18NG-9592-MONOMER
G18NG-11095	Cgl1512	1595030	1595671	G18NG-11095-MONOMER
G18NG-11389	Cgl1797	1906661	1907914	G18NG-11389-MONOMER
G18NG-12689	Cgl3068	3275600	3276571	G18NG-12689-MONOMER
G18NG-10415	Cgl0845	899250	900008	G18NG-10415-MONOMER
G18NG-11364	Cgl1772	1868668	1868895	G18NG-11364-MONOMER
G18NG-12619	Cgl2998	3199200	3200687	G18NG-12619-MONOMER
G18NG-9579	Cgl0034	34339	34902	G18NG-9579-MONOMER
G18NG-11344		1849975	1850415	G18NG-11344-MONOMER
G18NG-12556	Cgl2938	3138479	3138631	G18NG-12556-MONOMER
G18NG-12085	Cgl2482	2626491	2628122	G18NG-12085-MONOMER
G18NG-11322	Cgl1730	1824784	1824930	G18NG-11322-MONOMER
G18NG-12514	Cgl2896	3097424	3097768	G18NG-12514-MONOMER
G18NG-12615	Cgl2994	3194512	3195204	G18NG-12615-MONOMER
G18NG-11303	Cgl1711	1808137	1808424	G18NG-11303-MONOMER
G18NG-12458	Cgl2841	3028882	3029475	G18NG-12458-MONOMER
G18NG-10545	Cgl0974	1034949	1036226	G18NG-10545-MONOMER
G18NG-11282	Cgl1690	1793714	1794823	G18NG-11282-MONOMER
G18NG-12388	Cgl2771	2955521	2956474	G18NG-12388-MONOMER
G18NG-11072	Cgl1489	1567114	1569903	G18NG-11072-MONOMER
G18NG-11228	Cgl1643	1743843	1743971	G18NG-11228-MONOMER
G18NG-12335	Cgl2718	2890928	2892139	G18NG-12335-MONOMER
G18NG-10383	Cgl0814	861544	862755	G18NG-10383-MONOMER
G18NG-11135	Cgl1550	1639365	1639523	G18NG-11135-MONOMER
G18NG-12286		2837589	2837738	G18NG-12286-MONOMER
G18NG-9554	Cgl0014	14405	14749	G18NG-9554-MONOMER
G18NG-11077	Cgl1494	1573488	1574915	G18NG-11077-MONOMER
G18NG-12195	Cgl2579	2740671	2741360	G18NG-12195-MONOMER
G18NG-12057	Cgl2457	2601462	2602883	G18NG-12057-MONOMER
G18NG-11018		1514505	1514696	G18NG-11018-MONOMER
G18NG-12118	Cgl2514	2662329	2662868	G18NG-12118-MONOMER
G18NG-12597	Cgl2976	3178110	3178559	G18NG-12597-MONOMER
G18NG-10947	Cgl1368	1432750	1433550	G18NG-10947-MONOMER
G18NG-12075	Cgl2474	2619539	2620729	G18NG-12075-MONOMER
G18NG-11046	Cgl1463	1539817	1541403	G18NG-11046-MONOMER
G18NG-10916	Cgl1338	1402272	1402706	G18NG-10916-MONOMER
G18NG-12019	Cgl2420	2562076	2562342	G18NG-12019-MONOMER
G18NG-10351	Cgl0789	831971	832573	G18NG-10351-MONOMER
G18NG-10871	Cgl1298	1364875	1365180	G18NG-10871-MONOMER
G18NG-11933	Cgl2336	2477645	2479255	G18NG-11933-MONOMER
G18NG-12710	Cgl3089	3299662	3300267	G18NG-12710-MONOMER
G18NG-10799		1291026	1291376	G18NG-10799-MONOMER
G18NG-10313	Cgl0751	788196	788549	G18NG-10313-MONOMER
G18NG-12035	Cgl2436	2577230	2578873	G18NG-12035-MONOMER
G18NG-11867	Cgl2270	2401839	2402084	G18NG-11867-MONOMER
G18NG-10706	Cgl1134	1183607	1184260	G18NG-10706-MONOMER
G18NG-12572	Cgl2951	3155244	3156698	G18NG-12572-MONOMER
G18NG-10265	Cgl0703	722922	723338	G18NG-10265-MONOMER
G18NG-11835	Cgl2242	2376996	2377391	G18NG-11835-MONOMER
G18NG-11027	Cgl1444	1521771	1522346	G18NG-11027-MONOMER
G18NG-10628	Cgl1056	1104100	1106058	G18NG-10628-MONOMER
G18NG-10179	Cgl0617	628551	630143	G18NG-10179-MONOMER
G18NG-10325	Cgl0763	800205	801194	G18NG-10325-MONOMER
G18NG-11761	Cgl2169	2297229	2297654	G18NG-11761-MONOMER
G18NG-10592	Cgl1020	1072676	1073248	G18NG-10592-MONOMER
G18NG-12691	Cgl3070	3281664	3282173	G18NG-12691-MONOMER
G18NG-10140	Cgl0578	592862	593764	G18NG-10140-MONOMER
G18NG-11667	Cgl2075	2189903	2190439	G18NG-11667-MONOMER
G18NG-12005	Cgl2408	2549772	2552459	G18NG-12005-MONOMER
G18NG-10546	Cgl0975	1036316	1036858	G18NG-10546-MONOMER
G18NG-10070		534743	535072	G18NG-10070-MONOMER
G18NG-11658	Cgl2066	2183107	2183391	G18NG-11658-MONOMER
G18NG-9941	Cgl0384	406550	407419	G18NG-9941-MONOMER
G18NG-11566	Cgl1974	2082115	2082816	G18NG-11566-MONOMER
G18NG-12546	Cgl2928	3127492	3128418	G18NG-12546-MONOMER
G18NG-10491	Cgl0921	974962	976176	G18NG-10491-MONOMER
G18NG-9866	Cgl0310	325904	326617	G18NG-9866-MONOMER
G18NG-11007	Cgl1425	1502634	1503179	G18NG-11007-MONOMER
G18NG-11500	Cgl1908	2009277	2009570	G18NG-11500-MONOMER
G18NG-10403	Cgl0834	883726	884544	G18NG-10403-MONOMER
G18NG-10299	Cgl0737	763234	769443	G18NG-10299-MONOMER
G18NG-9791	Cgl0237	252827	253819	G18NG-9791-MONOMER
G18NG-10382		861223	861342	G18NG-10382-rRNA
G18NG-11467		1983186	1983551	G18NG-11467-MONOMER
G18NG-11984	Cgl2387	2529482	2530762	G18NG-11984-MONOMER
G18NG-10355	Cgl0792	834888	835391	G18NG-10355-MONOMER
G18NG-9621		76643	78166	G18NG-9621-rRNA
G18NG-9718	Cgl0169	181264	181650	G18NG-9718-MONOMER
G18NG-9996	Cgl0439	464482	465105	G18NG-9996-MONOMER
G18NG-11448		1968264	1969718	G18NG-11448-MONOMER
G18NG-10379		856119	857643	G18NG-10379-rRNA
G18NG-9666	Cgl0117	130145	130801	G18NG-9666-MONOMER
G18NG-12519	Cgl2901	3100699	3101430	G18NG-12519-MONOMER
G18NG-11428	Cgl1836	1944605	1945435	G18NG-11428-MONOMER
G18NG-12564		3145971	3146090	G18NG-12564-rRNA
G18NG-11406	Cgl1814	1927242	1928189	G18NG-11406-MONOMER
G18NG-10980	Cgl1401	1471477	1472910	G18NG-10980-MONOMER
G18NG-9562	Cgl0020	19705	20076	G18NG-9562-MONOMER
G18NG-12165		2712579	2712698	G18NG-12165-rRNA
G18NG-11386	Cgl1794	1902002	1902883	G18NG-11386-MONOMER
G18NG-10274	Cgl0712	733072	734946	G18NG-10274-MONOMER
G18NG-12675		3255550	3255723	G18NG-12675-MONOMER
G18NG-12159		2703712	2703831	G18NG-12159-rRNA
G18NG-11361	Cgl1769	1866832	1867098	G18NG-11361-MONOMER
G18NG-11967	Cgl2370	2511947	2512357	G18NG-11967-MONOMER
G18NG-12608	Cgl2987	3189294	3189653	G18NG-12608-MONOMER
G18NG-10988		1479364	1480887	G18NG-10988-rRNA
G18NG-11341	Cgl1749	1848509	1849039	G18NG-11341-MONOMER
G18NG-11619	Cgl2027	2141257	2141763	G18NG-11619-MONOMER
G18NG-12549	Cgl2931	3131506	3133029	G18NG-12549-MONOMER
G18NG-9622		78555	81641	G18NG-9622-rRNA
G18NG-11319	Cgl1727	1820178	1822382	G18NG-11319-MONOMER
G18NG-9978	Cgl0421	442758	444161	G18NG-9978-MONOMER
G18NG-12504		3085216	3085728	G18NG-12504-MONOMER
G18NG-10380		858034	860091	G18NG-10380-rRNA
G18NG-11300	Cgl1708	1805727	1806689	G18NG-11300-MONOMER
G18NG-12497	Cgl2879	3076713	3078773	G18NG-12497-MONOMER
G18NG-12427	Cgl2810	2997689	2997880	G18NG-12427-MONOMER
G18NG-12565		3146203	3149288	G18NG-12565-rRNA
G18NG-11277	Cgl1685	1789746	1790060	G18NG-11277-MONOMER
G18NG-10962	Cgl1383	1450918	1451823	G18NG-10962-MONOMER
G18NG-12379	Cgl2762	2947618	2947887	G18NG-12379-MONOMER
G18NG-12166		2712815	2715901	G18NG-12166-rRNA
G18NG-11219	Cgl1634	1731596	1732822	G18NG-11219-MONOMER
G18NG-10253	Cgl0691	709793	710281	G18NG-10253-MONOMER
G18NG-12323	Cgl2706	2876775	2877386	G18NG-12323-MONOMER
G18NG-12160		2703948	2707034	G18NG-12160-rRNA
G18NG-11132	Cgl1547	1636241	1636732	G18NG-11132-MONOMER
G18NG-11948	Cgl2351	2491871	2492344	G18NG-11948-MONOMER
G18NG-12267	Cgl2650	2818348	2819565	G18NG-12267-MONOMER
G18NG-10989		1481278	1484363	G18NG-10989-rRNA
G18NG-11068		1564237	1564485	G18NG-11068-MONOMER
G18NG-11602	Cgl2010	2123845	2124996	G18NG-11602-MONOMER
G18NG-12172		2721293	2721703	G18NG-12172-MONOMER
G18NG-9623		81754	81873	G18NG-9623-rRNA
G18NG-10997	Cgl1415	1490944	1492137	G18NG-10997-MONOMER
G18NG-9948	Cgl0391	414714	415529	G18NG-9948-MONOMER
G18NG-12110	Cgl2506	2656453	2656989	G18NG-12110-MONOMER
G18NG-10381		860100	861112	G18NG-10381-rRNA
G18NG-10936		1419875	1420036	G18NG-10936-MONOMER
G18NG-12475	Cgl2858	3046120	3047190	G18NG-12475-MONOMER
G18NG-12063	Cgl2462	2608183	2609427	G18NG-12063-MONOMER
G18NG-12566		3149679	3151202	G18NG-12566-rRNA
G18NG-10911	Cgl1333	1397662	1398471	G18NG-10911-MONOMER
G18NG-10939	Cgl1360	1423217	1425268	G18NG-10939-MONOMER
G18NG-12013	Cgl2415	2558610	2559107	G18NG-12013-MONOMER
G18NG-12167		2716292	2717815	G18NG-12167-rRNA
G18NG-10856	Cgl1283	1348334	1350079	G18NG-10856-MONOMER
G18NG-10234	Cgl0672	687351	688010	G18NG-10234-MONOMER
G18NG-11927		2470314	2470682	G18NG-11927-MONOMER
G18NG-12161		2707425	2708948	G18NG-12161-rRNA
G18NG-10778	Cgl1205	1271871	1272122	G18NG-10778-MONOMER
G18NG-11926	Cgl2329	2467923	2470142	G18NG-11926-MONOMER
G18NG-10307	Cgl0745	782712	783104	G18NG-10307-MONOMER
G18NG-10990		1484476	1484595	G18NG-10990-rRNA
G18NG-11858	Cgl2264	2394595	2394939	G18NG-11858-MONOMER
G18NG-11583	Cgl1991	2102023	2102949	G18NG-11583-MONOMER
G18NG-10694	Cgl1122	1167110	1167580	G18NG-10694-MONOMER
G18NG-10259	Cgl0697	716283	716660	G18NG-10259-MONOMER
G18NG-9928	Cgl0371	393639	395516	G18NG-9928-MONOMER
G18NG-11823	Cgl2231	2365588	2367417	G18NG-11823-MONOMER
G18NG-10625	Cgl1053	1102695	1103195	G18NG-10625-MONOMER
G18NG-12452	Cgl2835	3022996	3023901	G18NG-12452-MONOMER
G18NG-10175	Cgl0613	625677	626003	G18NG-10175-MONOMER
G18NG-11734	Cgl2142	2264507	2265109	G18NG-11734-MONOMER
G18NG-10905	Cgl1327	1392939	1393154	G18NG-10905-MONOMER
G18NG-10581	Cgl1009	1060869	1062149	G18NG-10581-MONOMER
G18NG-10131	Cgl0569	580433	580891	G18NG-10131-MONOMER
G18NG-10214	Cgl0652	665180	666313	G18NG-10214-MONOMER
G18NG-9976	Cgl0419	441220	441594	G18NG-9976-MONOMER
G18NG-11659	Cgl2067	2183402	2185258	G18NG-11659-MONOMER
G18NG-11910	Cgl2313	2450321	2450845	G18NG-11910-MONOMER
G18NG-10542	Cgl0971	1032757	1033185	G18NG-10542-MONOMER
G18NG-10060		527604	527759	G18NG-10060-MONOMER
G18NG-11564	Cgl1972	2080384	2081136	G18NG-11564-MONOMER
G18NG-9931	Cgl0374	396672	396935	G18NG-9931-MONOMER
G18NG-11557	Cgl1965	2071315	2071602	G18NG-11557-MONOMER
G18NG-9907	Cgl0350	370613	371776	G18NG-9907-MONOMER
G18NG-10467	Cgl0897	953040	953573	G18NG-10467-MONOMER
G18NG-9860	Cgl0304	318492	318692	G18NG-9860-MONOMER
G18NG-12435	Cgl2818	3005546	3006919	G18NG-12435-MONOMER
G18NG-11492	Cgl1900	2001489	2002115	G18NG-11492-MONOMER
G18NG-10392	Cgl0823	870718	871419	G18NG-10392-MONOMER
G18NG-10879		1367885	1368070	G18NG-10879-MONOMER
G18NG-9780	Cgl0227	242910	243434	G18NG-9780-MONOMER
G18NG-11464		1980965	1981660	G18NG-11464-MONOMER
G18NG-10194	Cgl0632	645173	647590	G18NG-10194-MONOMER
G18NG-10346	Cgl0784	825239	825916	G18NG-10346-MONOMER
G18NG-9710	Cgl0161	172468	173358	G18NG-9710-MONOMER
G18NG-11886	Cgl2289	2421973	2422698	G18NG-11886-MONOMER
G18NG-11444		1965908	1966267	G18NG-11444-MONOMER
G18NG-9645	Cgl0096	105170	105751	G18NG-9645-MONOMER
G18NG-9887	Cgl0330	346107	346460	G18NG-9887-MONOMER
G18NG-11421	Cgl1829	1940257	1940847	G18NG-11421-MONOMER
G18NG-9620	Cgl0074	75697	76038	G18NG-9620-MONOMER
G18NG-12403	Cgl2786	2972058	2973206	G18NG-12403-MONOMER
G18NG-11402	Cgl1810	1919643	1920194	G18NG-11402-MONOMER
G18NG-9551	Cgl0011	11260	11523	G18NG-9551-MONOMER
G18NG-10850	Cgl1277	1342791	1343675	G18NG-10850-MONOMER
G18NG-11379	Cgl1787	1891829	1893037	G18NG-11379-MONOMER
G18NG-12670	Cgl3049	3252131	3252301	G18NG-12670-MONOMER
G18NG-10172	Cgl0610	622457	623635	G18NG-10172-MONOMER
G18NG-11358	Cgl1766	1865265	1865825	G18NG-11358-MONOMER
G18NG-12593	Cgl2972	3174067	3174384	G18NG-12593-MONOMER
G18NG-11863	Cgl2266	2397265	2399103	G18NG-11863-MONOMER
G18NG-11338	Cgl1746	1846330	1846698	G18NG-11338-MONOMER
G18NG-12540	Cgl2922	3122554	3124173	G18NG-12540-MONOMER
G18NG-11520	Cgl1928	2035428	2035880	G18NG-11520-MONOMER
G18NG-11316	Cgl1724	1818460	1818777	G18NG-11316-MONOMER
G18NG-12494		3073855	3074076	G18NG-12494-MONOMER
G18NG-9865	Cgl0309	322910	325900	G18NG-9865-MONOMER
G18NG-11297	Cgl1705	1804134	1804601	G18NG-11297-MONOMER
G18NG-12423	Cgl2806	2993919	2995406	G18NG-12423-MONOMER
G18NG-12381	Cgl2764	2949263	2949883	G18NG-12381-MONOMER
G18NG-12420	Cgl2803	2988844	2990046	G18NG-12420-MONOMER
G18NG-11274	Cgl1682	1786904	1788829	G18NG-11274-MONOMER
G18NG-10150	Cgl0588	600971	602056	G18NG-10150-MONOMER
G18NG-12355	Cgl2739	2919488	2919742	G18NG-12355-MONOMER
G18NG-11200	Cgl1615	1713830	1714309	G18NG-11200-MONOMER
G18NG-11829	Cgl2236	2371410	2372558	G18NG-11829-MONOMER
G18NG-12318		2873391	2873612	G18NG-12318-MONOMER
G18NG-11120	Cgl1535	1620164	1621009	G18NG-11120-MONOMER
G18NG-11501	Cgl1909	2009721	2010539	G18NG-11501-MONOMER
G18NG-12249	Cgl2632	2801114	2801317	G18NG-12249-MONOMER
G18NG-11064	Cgl1481	1560434	1561660	G18NG-11064-MONOMER
G18NG-9843	Cgl0287	303133	304077	G18NG-9843-MONOMER
G18NG-12162	Cgl2554	2709879	2710559	G18NG-12162-MONOMER
G18NG-10987		1478500	1478892	G18NG-10987-MONOMER
G18NG-12362	Cgl2745	2926705	2927547	G18NG-12362-MONOMER
G18NG-12106	Cgl2502	2653007	2653255	G18NG-12106-MONOMER
G18NG-10926	Cgl1348	1410061	1411011	G18NG-10926-MONOMER
G18NG-10810	Cgl1237	1300985	1301929	G18NG-10810-MONOMER
G18NG-12049	Cgl2450	2593966	2594595	G18NG-12049-MONOMER
G18NG-10895		1382499	1382819	G18NG-10895-MONOMER
G18NG-10123	Cgl0561	573816	574184	G18NG-10123-MONOMER
G18NG-12000		2544926	2545069	G18NG-12000-MONOMER
G18NG-10848		1342072	1342680	G18NG-10848-MONOMER
G18NG-11804	Cgl2212	2346287	2347492	G18NG-11804-MONOMER
G18NG-10336	Cgl0774	810405	811166	G18NG-10336-MONOMER
G18NG-11903	Cgl2306	2441600	2443357	G18NG-11903-MONOMER
G18NG-11473		1985439	1986590	G18NG-11473-MONOMER
G18NG-10754	Cgl1181	1241551	1242156	G18NG-10754-MONOMER
G18NG-10298		762579	762977	G18NG-10298-MONOMER
G18NG-9821	Cgl0266	280946	281401	G18NG-9821-MONOMER
G18NG-11855	Cgl2261	2392577	2393350	G18NG-11855-MONOMER
G18NG-10686	Cgl1114	1159635	1159802	G18NG-10686-MONOMER
G18NG-12333	Cgl2716	2888895	2890541	G18NG-12333-MONOMER
G18NG-10243	Cgl0681	696766	697995	G18NG-10243-MONOMER
G18NG-11818	Cgl2226	2358151	2358696	G18NG-11818-MONOMER
G18NG-10791	Cgl1218	1281794	1282108	G18NG-10791-MONOMER
G18NG-10618	Cgl1046	1096743	1097111	G18NG-10618-MONOMER
G18NG-10164	Cgl0602	614800	615180	G18NG-10164-MONOMER
G18NG-10105	Cgl0542	557565	558011	G18NG-10105-MONOMER
G18NG-11716	Cgl2124	2242127	2242360	G18NG-11716-MONOMER
G18NG-10571	Cgl1000	1054637	1055032	G18NG-10571-MONOMER
G18NG-11786	Cgl2194	2326470	2326901	G18NG-11786-MONOMER
G18NG-10109	Cgl0547	560631	561368	G18NG-10109-MONOMER
G18NG-9970	Cgl0413	436463	436564	G18NG-9970-MONOMER
G18NG-11395	Cgl1803	1913970	1914371	G18NG-11395-MONOMER
G18NG-11643	Cgl2051	2163098	2163748	G18NG-11643-MONOMER
G18NG-10530	Cgl0960	1016557	1017021	G18NG-10530-MONOMER
G18NG-9802	Cgl0247	264596	265678	G18NG-9802-MONOMER
G18NG-10046	Cgl0484	509094	509699	G18NG-10046-MONOMER
G18NG-9914	Cgl0357	378185	378514	G18NG-9914-MONOMER
G18NG-12312	Cgl2695	2866584	2867174	G18NG-12312-MONOMER
G18NG-11539	Cgl1947	2055765	2056790	G18NG-11539-MONOMER
G18NG-10448	Cgl0878	932290	932490	G18NG-10448-MONOMER
G18NG-10772	Cgl1199	1265142	1267430	G18NG-10772-MONOMER
G18NG-9848	Cgl0292	307724	307918	G18NG-9848-MONOMER
G18NG-11483	Cgl1891	1994605	1995294	G18NG-11483-MONOMER
G18NG-10081	Cgl0519	538378	538698	G18NG-10081-MONOMER
G18NG-10388	Cgl0819	867800	868399	G18NG-10388-MONOMER
G18NG-9765	Cgl0215	230608	230931	G18NG-9765-MONOMER
G18NG-11767	Cgl2175	2302834	2304984	G18NG-11767-MONOMER
G18NG-11460		1978389	1978724	G18NG-11460-MONOMER
G18NG-9702	Cgl0153	162965	163606	G18NG-9702-MONOMER
G18NG-11335	Cgl1743	1843518	1845359	G18NG-11335-MONOMER
G18NG-11441		1963136	1963429	G18NG-11441-MONOMER
G18NG-9627	Cgl0078	85660	86277	G18NG-9627-MONOMER
G18NG-12287	Cgl2670	2837954	2838577	G18NG-12287-MONOMER
G18NG-11418	Cgl1826	1937483	1938019	G18NG-11418-MONOMER
G18NG-9608	Cgl0062	63591	64040	G18NG-9608-MONOMER
G18NG-10753	Cgl1180	1239929	1241266	G18NG-10753-MONOMER
G18NG-11399	Cgl1807	1917326	1917640	G18NG-11399-MONOMER
G18NG-9547	Cgl0007	7830	8798	G18NG-9547-MONOMER
G18NG-10059	Cgl0497	526376	527566	G18NG-10059-MONOMER
G18NG-11376	Cgl1784	1888228	1889094	G18NG-11376-MONOMER
G18NG-12661	Cgl3040	3245318	3245770	G18NG-12661-MONOMER
G18NG-11747	Cgl2155	2278888	2280216	G18NG-11747-MONOMER
G18NG-11353	Cgl1761	1860752	1861228	G18NG-11353-MONOMER
G18NG-12581	Cgl2960	3161680	3162015	G18NG-12581-MONOMER
G18NG-11258	Cgl1673	1773890	1774438	G18NG-11258-MONOMER
G18NG-11333	Cgl1741	1842235	1842684	G18NG-11333-MONOMER
G18NG-12534	Cgl2916	3117337	3118125	G18NG-12534-MONOMER
G18NG-9753	Cgl0204	221128	221712	G18NG-9753-MONOMER
G18NG-11313	Cgl1721	1816451	1816639	G18NG-11313-MONOMER
G18NG-12484	Cgl2866	3056614	3057321	G18NG-12484-MONOMER
G18NG-12268	Cgl2651	2819555	2820286	G18NG-12268-MONOMER
G18NG-11293	Cgl1701	1801344	1802099	G18NG-11293-MONOMER
G18NG-11290	Cgl1698	1799473	1800369	G18NG-11290-MONOMER
G18NG-10729	Cgl1157	1212426	1213115	G18NG-10729-MONOMER
G18NG-12408	Cgl2791	2975630	2976364	G18NG-12408-MONOMER
G18NG-11269	Cgl1677	1780504	1780905	G18NG-11269-MONOMER
G18NG-10040	Cgl0478	499922	501436	G18NG-10040-MONOMER
G18NG-12345		2909229	2909831	G18NG-12345-MONOMER
G18NG-11164	Cgl1579	1671270	1671677	G18NG-11164-MONOMER
G18NG-11728	Cgl2136	2258360	2259313	G18NG-11728-MONOMER
G18NG-12301	Cgl2684	2855796	2857520	G18NG-12301-MONOMER
G18NG-11103	Cgl1520	1602660	1603469	G18NG-11103-MONOMER
G18NG-11240	Cgl1656	1755483	1757228	G18NG-11240-MONOMER
G18NG-12237	Cgl2621	2790153	2790554	G18NG-12237-MONOMER
G18NG-11057	Cgl1474	1554067	1554684	G18NG-11057-MONOMER
