Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-2
CGTRNA_RS07700	CGTRNA_RS07700	1621631	1622476	DUF3097 domain-containing protein	CGTRNA_RS07700	cg1732
larB	CGTRNA_RS12145	2586209	2587087	nickel pincer cofactor biosynthesis protein LarB	larB // CGTRNA_RS12140	cg2714
rnpA	CGTRNA_RS15355	3281276	3281677	ribonuclease P protein component	rpmH // rnpA // yidD	cg3431
rrf	CGTRNA_RS12590	2675385	2675501	5S ribosomal RNA	rrf	cgr10
gyrA	CGTRNA_RS00060	11831	14401	DNA gyrase subunit A	CGTRNA_RS00065 // gyrA	cg0015
CGTRNA_RS05975	CGTRNA_RS05975	1259330	1260733	HlyC/CorC family transporter	CGTRNA_RS05975 // CGTRNA_RS05970	cg1349
rpmH	CGTRNA_RS15360	3281717	3281860	50S ribosomal protein L34	rpmH // rnpA // yidD	cg3432
larC	CGTRNA_RS12150	2587610	2588794	nickel pincer cofactor biosynthesis protein LarC	larC	cg2715
CGTRNA_RS07810	CGTRNA_RS07810	1648016	1648603	hypothetical protein	CGTRNA_RS07810	cg1758
CGTRNA_RS07020	CGTRNA_RS07020	1474444	1475589	hypothetical protein	CGTRNA_RS07030 // CGTRNA_RS07025 // CGTRNA_RS07020	cg1589
CGTRNA_RS02775	CGTRNA_RS02775	562645	562965	(2Fe-2S)-binding protein	CGTRNA_RS02785 // CGTRNA_RS02780 // CGTRNA_RS02775 // CGTRNA_RS02770 // CGTRNA_RS02765 // CGTRNA_RS02760	cg0640
msrB	CGTRNA_RS09285	1969590	1970000	peptide-methionine (R)-S-oxide reductase MsrB	msrB // aftC	cg2078
CGTRNA_RS12155	CGTRNA_RS12155	2588920	2589672	hydroxypyruvate isomerase family protein	CGTRNA_RS12155	cg2716
CGTRNA_RS06960	CGTRNA_RS06960	1459579	1462086	phenylalanine--tRNA ligase subunit beta	CGTRNA_RS06960 // pheS	cg1575
CGTRNA_RS03355	CGTRNA_RS03355	686582	687856	MFS transporter	CGTRNA_RS03355	cg0772
CGTRNA_RS09760	CGTRNA_RS09760	2074023	2075756	ABC transporter ATP-binding protein	CGTRNA_RS09760 // CGTRNA_RS09755 // CGTRNA_RS09750	cg2184
CGTRNA_RS03950	CGTRNA_RS03950	834265	834630	membrane protein	CGTRNA_RS03950	cg0900
CGTRNA_RS08570	CGTRNA_RS08570	1808413	1808871	hypothetical protein	CGTRNA_RS08570	
CGTRNA_RS02620	CGTRNA_RS02620	537743	537973	50S ribosomal protein L29	rpsQ // CGTRNA_RS02620 // rplP // rpsC // rplV // rpsS // rplB // rplW // rplD // rplC // rpsJ	cg0603
cmrA	CGTRNA_RS12160	2589746	2590546	mycolate reductase CmrA	orn // cmrA	cg2717
CGTRNA_RS15565	CGTRNA_RS15565	961295	962487	IS3 family transposase	CGTRNA_RS15565	
CGTRNA_RS02055	CGTRNA_RS02055	419781	420887	UDP-N-acetylmuramate dehydrogenase	CGTRNA_RS02060 // CGTRNA_RS02055	cg0476
CGTRNA_RS06785	CGTRNA_RS06785	1421535	1422314	class I SAM-dependent methyltransferase	CGTRNA_RS06785	cg1530
CGTRNA_RS00350	CGTRNA_RS00350	65505	66197	nicotinamide riboside transporter PnuC	CGTRNA_RS00350	cg0083
orn	CGTRNA_RS12165	2590556	2591215	oligoribonuclease	orn // cmrA	cg2718
CGTRNA_RS00605	CGTRNA_RS00605	122505	123842	MFS transporter	CGTRNA_RS00605	cg0144
CGTRNA_RS08095	CGTRNA_RS08095	1715767	1716231	YbjN domain-containing protein	CGTRNA_RS08100 // CGTRNA_RS08095 // CGTRNA_RS08090	cg1822
CGTRNA_RS12170	CGTRNA_RS12170	2591212	2592456	esterase family protein	CGTRNA_RS12170	cg2719
CGTRNA_RS12175	CGTRNA_RS12175	2592644	2593855	L,D-transpeptidase family protein	CGTRNA_RS12175	cg2720
cydC	CGTRNA_RS05740	1199455	1201011	thiol reductant ABC exporter subunit CydC	CGTRNA_RS05745 // cydC	cg1298
CGTRNA_RS06680	CGTRNA_RS06680	1402800	1403546	hypothetical protein	CGTRNA_RS06680	cg1509
CGTRNA_RS03360	CGTRNA_RS03360	687908	688822	endonuclease/exonuclease/phosphatase family protein	CGTRNA_RS03365 // CGTRNA_RS03360	cg0773
CGTRNA_RS09765	CGTRNA_RS09765	2075848	2077614	proline--tRNA ligase	CGTRNA_RS09765	cg2185
CGTRNA_RS12190	CGTRNA_RS12190	2594635	2595282	ankyrin repeat domain-containing protein	CGTRNA_RS12190	cg2722
CGTRNA_RS01540	CGTRNA_RS01540	307724	307909	hypothetical protein	CGTRNA_RS01540	cg0352
CGTRNA_RS03955	CGTRNA_RS03955	835045	836109	trypsin-like peptidase domain-containing protein	CGTRNA_RS03955	cg0901
CGTRNA_RS06500	CGTRNA_RS06500	1367170	1367242	tRNA-Glu	CGTRNA_RS06515 // CGTRNA_RS06510 // CGTRNA_RS06505 // CGTRNA_RS06500 // CGTRNA_RS06495	tRNA_3554
CGTRNA_RS01640	CGTRNA_RS01640	328284	329543	DNA polymerase III subunit delta'	CGTRNA_RS01640	cg0376
CGTRNA_RS16030	CGTRNA_RS16030	2595292	2595444	hypothetical protein	CGTRNA_RS16030	cg2723
CGTRNA_RS15910	CGTRNA_RS15910	1920172	1920933	hypothetical protein	CGTRNA_RS15910	cg2029
CGTRNA_RS00875	CGTRNA_RS00875	178301	179662	MFS transporter	CGTRNA_RS00880 // CGTRNA_RS00875	cg0206
CGTRNA_RS07550	CGTRNA_RS07550	1588276	1588971	HAD family phosphatase	CGTRNA_RS07550	cg1700
CGTRNA_RS01525	CGTRNA_RS01525	305288	305761	MaoC family dehydratase	CGTRNA_RS01525 // CGTRNA_RS01520 // CGTRNA_RS01515 // CGTRNA_RS01510	cg0347
CGTRNA_RS04550	CGTRNA_RS04550	962767	963126	winged helix-turn-helix transcriptional regulator	CGTRNA_RS04555 // CGTRNA_RS04550	cg1032
CGTRNA_RS12200	CGTRNA_RS12200	2595722	2597032	ISL3-like element IS31831 family transposase	CGTRNA_RS12200	cg2725
CGTRNA_RS00180	CGTRNA_RS00180	32699	33460	sugar ABC transporter ATP-binding protein	CGTRNA_RS00180 // CGTRNA_RS00175 // CGTRNA_RS00170	cg0046
CGTRNA_RS00150	CGTRNA_RS00150	26819	28099	hypothetical protein	CGTRNA_RS00150 // CGTRNA_RS00160 // CGTRNA_RS00155	cg0040
CGTRNA_RS01660	CGTRNA_RS01660	330974	331537	adenylate kinase	CGTRNA_RS01665 // CGTRNA_RS01660	cg0382
CGTRNA_RS12205	CGTRNA_RS12205	2597274	2597483	hypothetical protein	CGTRNA_RS12205	cg2726
CGTRNA_RS08010	CGTRNA_RS08010	1695432	1696967	MFS transporter	def // CGTRNA_RS08015 // CGTRNA_RS08010	cg1802
CGTRNA_RS03025	CGTRNA_RS03025	613876	614175	WhiB family transcriptional regulator	CGTRNA_RS03025	cg0695
pafA	CGTRNA_RS07490	1574955	1576403	Pup--protein ligase	CGTRNA_RS07495 // pafA // CGTRNA_RS07485 // CGTRNA_RS07480	cg1688
CGTRNA_RS01475	CGTRNA_RS01475	294001	296388	transglycosylase domain-containing protein	CGTRNA_RS01475	cg0336
CGTRNA_RS08335	CGTRNA_RS08335	1767956	1768420	hypothetical protein	CGTRNA_RS08360 // CGTRNA_RS08355 // CGTRNA_RS08350 // CGTRNA_RS08345 // CGTRNA_RS08340 // CGTRNA_RS08335	cg1875
CGTRNA_RS04825	CGTRNA_RS04825	1019886	1020539	TetR/AcrR family transcriptional regulator	mfd // CGTRNA_RS04825	cg1098
CGTRNA_RS07950	CGTRNA_RS07950	1682655	1683872	phosphoglycerate kinase	CGTRNA_RS07950 // CGTRNA_RS07945 // gap	cg1790
CGTRNA_RS08975	CGTRNA_RS08975	1907442	1908044	hypothetical protein	CGTRNA_RS08975	cg2016
CGTRNA_RS12210	CGTRNA_RS12210	2597480	2597989	hypothetical protein	CGTRNA_RS12210	cg2727
CGTRNA_RS09290	CGTRNA_RS09290	1970566	1971264	chlorite dismutase family protein	CGTRNA_RS09290	cg2079
CGTRNA_RS00705	CGTRNA_RS00705	144726	145484	sulfite exporter TauE/SafE family protein	CGTRNA_RS00705	cg0167
CGTRNA_RS03365	CGTRNA_RS03365	688824	689483	trimeric intracellular cation channel family protein	CGTRNA_RS03365 // CGTRNA_RS03360	cg0774
CGTRNA_RS00675	CGTRNA_RS00675	136120	136566	hypothetical protein	CGTRNA_RS00670 // CGTRNA_RS00665 // CGTRNA_RS00675	cg0160
yaaA	CGTRNA_RS09770	2077702	2078439	peroxide stress protein YaaA	yaaA	cg2186
CGTRNA_RS12215	CGTRNA_RS12215	2598164	2599405	glutaminase	CGTRNA_RS12215	cg2728
CGTRNA_RS03965	CGTRNA_RS03965	836906	837313	hypothetical protein	CGTRNA_RS03965	cg0903
CGTRNA_RS06315	CGTRNA_RS06315	1330484	1331356	ArgP/LysG family DNA-binding transcriptional regulator	CGTRNA_RS06315	cg1425
CGTRNA_RS01315	CGTRNA_RS01315	264597	265679	DNA polymerase III subunit epsilon	CGTRNA_RS01315 // CGTRNA_RS01310 // CGTRNA_RS01305	cg0302
CGTRNA_RS04555	CGTRNA_RS04555	963084	963722	cadmium resistance transporter	CGTRNA_RS04555 // CGTRNA_RS04550	cg1033
CGTRNA_RS02325	CGTRNA_RS02325	478985	479302	DUF3349 domain-containing protein	CGTRNA_RS02325 // CGTRNA_RS02320	cg0538
CGTRNA_RS01950	CGTRNA_RS01950	398278	399582	DUF445 domain-containing protein	CGTRNA_RS01960 // CGTRNA_RS01955 // CGTRNA_RS01950	cg0451
CGTRNA_RS15720	CGTRNA_RS15720	2599450	2599761	LacI family DNA-binding transcriptional regulator	CGTRNA_RS15720	
CGTRNA_RS00475	CGTRNA_RS00475	91504	91992	urease subunit beta	CGTRNA_RS00500 // ureG // CGTRNA_RS00490 // ureE // ureC // CGTRNA_RS00475 // CGTRNA_RS00470	cg0114
CGTRNA_RS06685	CGTRNA_RS06685	1403739	1404173	MepB family protein	CGTRNA_RS06685	cg1510
CGTRNA_RS01920	CGTRNA_RS01920	392705	393478	succinate dehydrogenase cytochrome b subunit	CGTRNA_RS01935 // CGTRNA_RS01940 // CGTRNA_RS01930 // CGTRNA_RS01925 // CGTRNA_RS01920	cg0445
CGTRNA_RS00445	CGTRNA_RS00445	86400	87245	NAD-dependent protein deacetylase	CGTRNA_RS00445	cg0108
CGTRNA_RS12220	CGTRNA_RS12220	2599676	2600053	LacI family transcriptional regulator	CGTRNA_RS12220	cg2729
dnaN	CGTRNA_RS00010	2292	3476	DNA polymerase III subunit beta	dnaN // dnaA	cg0004
CGTRNA_RS12225	CGTRNA_RS12225	2600113	2600529	substrate-binding domain-containing protein	CGTRNA_RS12225	cg2730
CGTRNA_RS05745	CGTRNA_RS05745	1201008	1202483	ABC transporter ATP-binding protein/permease	CGTRNA_RS05745 // cydC	cg1299
CGTRNA_RS03370	CGTRNA_RS03370	689620	689811	hypothetical protein	CGTRNA_RS03370	cg0775
CGTRNA_RS00135	CGTRNA_RS00135	23991	24063	tRNA-Ala	CGTRNA_RS00135 // CGTRNA_RS00130	tRNA_3532
CGTRNA_RS09775	CGTRNA_RS09775	2078436	2079182	VWA domain-containing protein	CGTRNA_RS09780 // CGTRNA_RS09775	cg2187
uxaC	CGTRNA_RS12230	2600600	2602156	glucuronate isomerase	uxaC	cg2731
CGTRNA_RS12235	CGTRNA_RS12235	2602310	2602813	gluconokinase	CGTRNA_RS12235	cg2732
CGTRNA_RS00880	CGTRNA_RS00880	179690	180715	Gfo/Idh/MocA family oxidoreductase	CGTRNA_RS00880 // CGTRNA_RS00875	cg0207
CGTRNA_RS04560	CGTRNA_RS04560	964279	965112	TatD family hydrolase	CGTRNA_RS04560	cg1035
CGTRNA_RS12240	CGTRNA_RS12240	2602977	2604143	HNH endonuclease	CGTRNA_RS12240	cg2733
CGTRNA_RS07705	CGTRNA_RS07705	1622523	1623308	hypothetical protein	CGTRNA_RS07705	cg1733
CGTRNA_RS12245	CGTRNA_RS12245	2604217	2604777	isochorismatase family protein	CGTRNA_RS12245	cg2734
cydB	CGTRNA_RS05750	1202555	1203556	cytochrome d ubiquinol oxidase subunit II	CGTRNA_RS05755 // cydB	cg1300
CGTRNA_RS07025	CGTRNA_RS07025	1475586	1477163	substrate-binding domain-containing protein	CGTRNA_RS07030 // CGTRNA_RS07025 // CGTRNA_RS07020	cg1590
CGTRNA_RS12250	CGTRNA_RS12250	2604817	2605092	DUF3618 domain-containing protein	CGTRNA_RS12250	cg2735
CGTRNA_RS02200	CGTRNA_RS02200	454458	454877	DUF3806 domain-containing protein	CGTRNA_RS02215 // CGTRNA_RS02210 // hemB // CGTRNA_RS02200 // CGTRNA_RS02195	cg0511
bcp	CGTRNA_RS12255	2605265	2605741	thioredoxin-dependent thiol peroxidase	CGTRNA_RS12260 // bcp	cg2736
CGTRNA_RS09295	CGTRNA_RS09295	1971546	1972163	DUF3000 domain-containing protein	CGTRNA_RS09300 // CGTRNA_RS09295	cg2080
CGTRNA_RS12260	CGTRNA_RS12260	2605763	2606428	TetR family transcriptional regulator	CGTRNA_RS12260 // bcp	cg2737
CGTRNA_RS06965	CGTRNA_RS06965	1462624	1463598	SGNH/GDSL hydrolase family protein	CGTRNA_RS06975 // CGTRNA_RS06970 // CGTRNA_RS06965	cg1577
CGTRNA_RS06420	CGTRNA_RS06420	1354052	1354921	YbjN domain-containing protein	CGTRNA_RS06425 // CGTRNA_RS06420	cg1452
CGTRNA_RS03375	CGTRNA_RS03375	690386	691363	ABC transporter substrate-binding protein	CGTRNA_RS03385 // CGTRNA_RS03380 // CGTRNA_RS03375	cg0776
CGTRNA_RS09780	CGTRNA_RS09780	2079202	2080305	AAA family ATPase	CGTRNA_RS09780 // CGTRNA_RS09775	cg2188
CGTRNA_RS12265	CGTRNA_RS12265	2606418	2606825	holo-ACP synthase	CGTRNA_RS12270 // CGTRNA_RS12265	cg2738
CGTRNA_RS06190	CGTRNA_RS06190	1303440	1304582	AAA family ATPase	CGTRNA_RS06190	cg1395
CGTRNA_RS06390	CGTRNA_RS06390	1345931	1346278	hypothetical protein	CGTRNA_RS06390 // CGTRNA_RS06385 // CGTRNA_RS06380	cg1443
rplK	CGTRNA_RS02445	498597	499034	50S ribosomal protein L11	rplA // rplK	cg0563
CGTRNA_RS16005	CGTRNA_RS16005	837563	837724	hypothetical protein	CGTRNA_RS16005	cg0904
rpsS	CGTRNA_RS02600	535934	536212	30S ribosomal protein S19	rpsQ // CGTRNA_RS02620 // rplP // rpsC // rplV // rpsS // rplB // rplW // rplD // rplC // rpsJ	cg0599
CGTRNA_RS12270	CGTRNA_RS12270	2606836	2608263	multidrug efflux MFS transporter	CGTRNA_RS12270 // CGTRNA_RS12265	cg2739
CGTRNA_RS06160	CGTRNA_RS06160	1298680	1299810	cysteine desulfurase	CGTRNA_RS06160 // CGTRNA_RS06155 // CGTRNA_RS06150	cg1388
CGTRNA_RS04565	CGTRNA_RS04565	965283	966407	resuscitation-promoting factor	CGTRNA_RS04585 // CGTRNA_RS04580 // CGTRNA_RS04575 // rsmA // CGTRNA_RS04565	cg1037
cycA	CGTRNA_RS02390	490528	491940	D-serine/D-alanine/glycine transporter	CGTRNA_RS02395 // cycA	cg0555
CGTRNA_RS12275	CGTRNA_RS12275	2608540	2608845	hypothetical protein	CGTRNA_RS12275	cg2740
CGTRNA_RS02060	CGTRNA_RS02060	420880	421518	DUF1801 domain-containing protein	CGTRNA_RS02060 // CGTRNA_RS02055	cg0477
CGTRNA_RS06605	CGTRNA_RS06605	1387757	1388737	DUF3515 domain-containing protein	CGTRNA_RS06605	cg1494
CGTRNA_RS08725	CGTRNA_RS08725	1844990	1846831	DEAD/DEAH box helicase	CGTRNA_RS08725	cg1963
CGTRNA_RS12280	CGTRNA_RS12280	2608911	2609327	hypothetical protein	CGTRNA_RS12280	cg2741
CGTRNA_RS03835	CGTRNA_RS03835	807005	807265	WhiB family transcriptional regulator	CGTRNA_RS03835	cg0878
CGTRNA_RS07045	CGTRNA_RS07045	1479393	1479860	universal stress protein	CGTRNA_RS07045	cg1595
smpB	CGTRNA_RS04030	847610	848104	SsrA-binding protein SmpB	CGTRNA_RS04035 // smpB // CGTRNA_RS04025 // ftsE	cg0916
CGTRNA_RS00550	CGTRNA_RS00550	111375	112322	aldo/keto reductase	CGTRNA_RS00550	cg0131
leuA	CGTRNA_RS01325	266152	268002	2-isopropylmalate synthase	leuA	cg0303
CGTRNA_RS09510	CGTRNA_RS09510	2021891	2022724	diaminopimelate epimerase	CGTRNA_RS09520 // miaA // CGTRNA_RS09510	cg2129
CGTRNA_RS12285	CGTRNA_RS12285	2610320	2619310	type I polyketide synthase	CGTRNA_RS12285	cg2743
rpsM	CGTRNA_RS02830	573818	574186	30S ribosomal protein S13	rpsD // rpsK // rpsM	cg0652
CGTRNA_RS12290	CGTRNA_RS12290	2619593	2619799	hypothetical protein	CGTRNA_RS12290	cg2745
CGTRNA_RS03380	CGTRNA_RS03380	691387	692169	ABC transporter ATP-binding protein	CGTRNA_RS03385 // CGTRNA_RS03380 // CGTRNA_RS03375	cg0777
CGTRNA_RS07310	CGTRNA_RS07310	1535993	1536874	MurR/RpiR family transcriptional regulator	CGTRNA_RS07310	cg1648
CGTRNA_RS05755	CGTRNA_RS05755	1203559	1205100	cytochrome ubiquinol oxidase subunit I	CGTRNA_RS05755 // cydB	cg1301
cobA	CGTRNA_RS09785	2080481	2081233	uroporphyrinogen-III C-methyltransferase	cobA	cg2189
CGTRNA_RS06505	CGTRNA_RS06505	1367309	1367380	tRNA-Gln	CGTRNA_RS06515 // CGTRNA_RS06510 // CGTRNA_RS06505 // CGTRNA_RS06500 // CGTRNA_RS06495	tRNA_3555
CGTRNA_RS03970	CGTRNA_RS03970	838785	840368	LGFP repeat-containing protein	CGTRNA_RS03975 // CGTRNA_RS03970	cg0905
CGTRNA_RS09040	CGTRNA_RS09040	1921115	1921633	hypothetical protein	CGTRNA_RS09040	cg2030
CGTRNA_RS12295	CGTRNA_RS12295	2619906	2621090	PucR family transcriptional regulator	CGTRNA_RS12295	cg2746
metH	CGTRNA_RS07555	1589037	1592702	methionine synthase	metH	cg1701
CGTRNA_RS00885	CGTRNA_RS00885	180843	181301	prevent-host-death protein	CGTRNA_RS00890 // CGTRNA_RS00885	cg0208
rsmA	CGTRNA_RS04570	966444	967325	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA	CGTRNA_RS04585 // CGTRNA_RS04580 // CGTRNA_RS04575 // rsmA // CGTRNA_RS04565	cg1038
eccD	CGTRNA_RS02900	587643	589025	type VII secretion integral membrane protein EccD	eccD // mycP	cg0666
pyrR	CGTRNA_RS08080	1712817	1713395	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	pyrR // CGTRNA_RS08075 // CGTRNA_RS08070 // carA // carB // pyrF	cg1817
CGTRNA_RS10195	CGTRNA_RS10195	2171622	2171900	hypothetical protein	CGTRNA_RS10195	cg2288
CGTRNA_RS01830	CGTRNA_RS01830	370686	371777	glycosyltransferase family 4 protein	CGTRNA_RS01830	cg0420
CGTRNA_RS12300	CGTRNA_RS12300	2621266	2621841	M23 family metallopeptidase	CGTRNA_RS12300	cg2747
rplT	CGTRNA_RS06910	1450112	1450495	50S ribosomal protein L20	rplT	cg1565
CGTRNA_RS08015	CGTRNA_RS08015	1696964	1697911	methionyl-tRNA formyltransferase	def // CGTRNA_RS08015 // CGTRNA_RS08010	cg1803
CGTRNA_RS03030	CGTRNA_RS03030	614617	615183	sigma-70 family RNA polymerase sigma factor	CGTRNA_RS03035 // CGTRNA_RS03030	cg0696
CGTRNA_RS07495	CGTRNA_RS07495	1576409	1576603	ubiquitin-like protein Pup	CGTRNA_RS07495 // pafA // CGTRNA_RS07485 // CGTRNA_RS07480	cg1689
CGTRNA_RS06345	CGTRNA_RS06345	1337561	1339135	mechanosensitive ion channel	CGTRNA_RS06345	cg1434
CGTRNA_RS07745	CGTRNA_RS07745	1632817	1633029	PLDc N-terminal domain-containing protein	CGTRNA_RS07745 // CGTRNA_RS07740	cg1741
CGTRNA_RS02705	CGTRNA_RS02705	551850	552923	hypothetical protein	CGTRNA_RS02710 // CGTRNA_RS02705	cg0624
CGTRNA_RS08340	CGTRNA_RS08340	1768417	1769502	glycosyltransferase family 4 protein	CGTRNA_RS08360 // CGTRNA_RS08355 // CGTRNA_RS08350 // CGTRNA_RS08345 // CGTRNA_RS08340 // CGTRNA_RS08335	cg1876
CGTRNA_RS12310	CGTRNA_RS12310	2622115	2622579	hypothetical protein	CGTRNA_RS12310	cg2748
gap	CGTRNA_RS07955	1684089	1685093	type I glyceraldehyde-3-phosphate dehydrogenase	gap // CGTRNA_RS07950 // CGTRNA_RS07945	cg1791
CGTRNA_RS02675	CGTRNA_RS02675	544331	544639	hypothetical protein	CGTRNA_RS02675 // fdhD // CGTRNA_RS02665 // CGTRNA_RS02660	cg0617
CGTRNA_RS08980	CGTRNA_RS08980	1908133	1909386	hypothetical protein	CGTRNA_RS08980	cg2017
CGTRNA_RS09300	CGTRNA_RS09300	1972174	1973385	ribonuclease D	CGTRNA_RS09300 // CGTRNA_RS09295	cg2081
CGTRNA_RS02275	CGTRNA_RS02275	470653	471012	winged helix-turn-helix transcriptional regulator	CGTRNA_RS02275	cg0527
CGTRNA_RS01765	CGTRNA_RS01765	353747	354388	hypothetical protein	CGTRNA_RS01765	cg0407
CGTRNA_RS12315	CGTRNA_RS12315	2622660	2623016	DUF3817 domain-containing protein	CGTRNA_RS12315	cg2750
CGTRNA_RS03385	CGTRNA_RS03385	692176	693195	iron ABC transporter permease	CGTRNA_RS03385 // CGTRNA_RS03380 // CGTRNA_RS03375	cg0778
CGTRNA_RS04575	CGTRNA_RS04575	967322	968257	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	CGTRNA_RS04585 // CGTRNA_RS04580 // CGTRNA_RS04575 // rsmA // CGTRNA_RS04565	cg1039
CGTRNA_RS09790	CGTRNA_RS09790	2081288	2082712	YdiU family protein	CGTRNA_RS09790	cg2190
CGTRNA_RS05760	CGTRNA_RS05760	1205381	1208296	DUF3427 domain-containing protein	CGTRNA_RS05765 // CGTRNA_RS05760	cg1302
CGTRNA_RS12985	CGTRNA_RS12985	2764071	2764143	tRNA-Thr	CGTRNA_RS12985	tRNA_3586
CGTRNA_RS03975	CGTRNA_RS03975	840398	840829	hypothetical protein	CGTRNA_RS03975 // CGTRNA_RS03970	cg0906
CGTRNA_RS08575	CGTRNA_RS08575	1809019	1809588	hypothetical protein	CGTRNA_RS08580 // CGTRNA_RS08575	cg1926
CGTRNA_RS06320	CGTRNA_RS06320	1331357	1332436	glutathione S-transferase family protein	CGTRNA_RS06320	cg1426
rdgB	CGTRNA_RS12320	2623091	2623711	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	rph // rdgB	cg2751
CGTRNA_RS08520	CGTRNA_RS08520	1801176	1801841	hypothetical protein	CGTRNA_RS08520	cg1913
rph	CGTRNA_RS12325	2623738	2624475	ribonuclease PH	rph // rdgB	cg2753
CGTRNA_RS04580	CGTRNA_RS04580	968298	970133	ABC-F family ATP-binding cassette domain-containing protein	CGTRNA_RS04585 // CGTRNA_RS04580 // CGTRNA_RS04575 // rsmA // CGTRNA_RS04565	cg1040
CGTRNA_RS01330	CGTRNA_RS01330	268256	268948	DMT family transporter	CGTRNA_RS01330	cg0304
CGTRNA_RS12330	CGTRNA_RS12330	2624680	2624892	hypothetical protein	CGTRNA_RS12330	cg2755
trpS	CGTRNA_RS03390	693355	694392	tryptophan--tRNA ligase	trpS	cg0779
CGTRNA_RS04585	CGTRNA_RS04585	970137	970931	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	CGTRNA_RS04585 // CGTRNA_RS04580 // CGTRNA_RS04575 // rsmA // CGTRNA_RS04565	cg1041
CGTRNA_RS09820	CGTRNA_RS09820	2089189	2089548	hypothetical protein	CGTRNA_RS09820	cg2196
CGTRNA_RS05765	CGTRNA_RS05765	1208296	1208691	(deoxy)nucleoside triphosphate pyrophosphohydrolase	CGTRNA_RS05765 // CGTRNA_RS05760	cg1303
CGTRNA_RS06060	CGTRNA_RS06060	1278176	1279153	F0F1 ATP synthase subunit gamma	CGTRNA_RS06070 // atpD // CGTRNA_RS06060 // CGTRNA_RS06055 // CGTRNA_RS06050 // CGTRNA_RS06045 // CGTRNA_RS06040 // atpB	cg1367
CGTRNA_RS03985	CGTRNA_RS03985	841103	841615	hypothetical protein	CGTRNA_RS03985	cg0908
CGTRNA_RS01605	CGTRNA_RS01605	318696	319016	hypothetical protein	CGTRNA_RS01610 // CGTRNA_RS01605 // CGTRNA_RS01600 // CGTRNA_RS01595 // CGTRNA_RS01590 // CGTRNA_RS01585 // CGTRNA_RS01580	cg0368
CGTRNA_RS12335	CGTRNA_RS12335	2624997	2625686	hypothetical protein	CGTRNA_RS12335	cg2756
CGTRNA_RS00890	CGTRNA_RS00890	181304	181651	hypothetical protein	CGTRNA_RS00890 // CGTRNA_RS00885	cg0209
CGTRNA_RS07710	CGTRNA_RS07710	1623305	1624417	ferrochelatase	CGTRNA_RS07710	cg1734
CGTRNA_RS00660	CGTRNA_RS00660	132969	134114	ROK family transcriptional regulator	CGTRNA_RS00660	cg0156
CGTRNA_RS04590	CGTRNA_RS04590	970928	971410	TlpA family protein disulfide reductase	CGTRNA_RS04590	cg1043
mqo	CGTRNA_RS09800	2083911	2085413	malate dehydrogenase (quinone)	mqo	cg2192
CGTRNA_RS00065	CGTRNA_RS00065	14405	14749	DUF3566 domain-containing protein	CGTRNA_RS00065 // gyrA	cg0016
carB	CGTRNA_RS08060	1705824	1709165	carbamoyl-phosphate synthase large subunit	pyrR // CGTRNA_RS08075 // CGTRNA_RS08070 // carA // carB // pyrF	cg1813
CGTRNA_RS12340	CGTRNA_RS12340	2625750	2626436	IS6 family transposase	CGTRNA_RS12340	cg2757
CGTRNA_RS07820	CGTRNA_RS07820	1649115	1649564	SUF system NifU family Fe-S cluster assembly protein	CGTRNA_RS07845 // sufB // sufD // sufC // CGTRNA_RS07825 // CGTRNA_RS07820 // CGTRNA_RS07815	cg1760
CGTRNA_RS02780	CGTRNA_RS02780	562992	563738	SDR family oxidoreductase	CGTRNA_RS02785 // CGTRNA_RS02780 // CGTRNA_RS02775 // CGTRNA_RS02770 // CGTRNA_RS02765 // CGTRNA_RS02760	cg0641
CGTRNA_RS09305	CGTRNA_RS09305	1973447	1975357	1-deoxy-D-xylulose-5-phosphate synthase	CGTRNA_RS09305	cg2083
CGTRNA_RS06970	CGTRNA_RS06970	1463601	1464986	acyltransferase	CGTRNA_RS06975 // CGTRNA_RS06970 // CGTRNA_RS06965	cg1578
CGTRNA_RS12345	CGTRNA_RS12345	2626546	2627871	DUF2254 domain-containing protein	CGTRNA_RS12345	cg2758
CGTRNA_RS03395	CGTRNA_RS03395	694501	695586	YihY/virulence factor BrkB family protein	CGTRNA_RS03395	cg0780
CGTRNA_RS04595	CGTRNA_RS04595	971499	971822	antibiotic biosynthesis monooxygenase	CGTRNA_RS04595	cg1044
CGTRNA_RS05770	CGTRNA_RS05770	1208842	1209609	hypothetical protein	CGTRNA_RS05770	cg1304
phnE	CGTRNA_RS07315	1536846	1537694	phosphonate ABC transporter, permease protein PhnE	CGTRNA_RS07335 // phnD // phnC // phnE // phnE	cg1649
CGTRNA_RS09805	CGTRNA_RS09805	2085811	2086827	alpha/beta hydrolase	CGTRNA_RS09805	cg2193
CGTRNA_RS02065	CGTRNA_RS02065	422086	423792	long-chain fatty acid--CoA ligase	CGTRNA_RS02065	cg0480
